innovation,eml,scope,disease,eml_date,nra,nra_date,gra,gra_date,gra_body,dose,form,alternative_names,category,technology,target_population,indication,archetype,phase_1_status,phase_1_date,phase_2_status,phase_2_date,phase_3_status,phase_3_date,phase_4_status,phase_4_date,trial_status,trial_status_notes,date_trial_status,manufacturer,dalys,disease_prevalence,improvement,dalys_averted,deaths_averted,yll,hs_costs,dalys_monetized,prob_success,procurement,reg_approval,policy_readiness,social_context,guidelines,policy_implemented,date_market,country_supply,distribution,delivery_model,efficacy,data_source,readiness,financing,impact_potential,introduction_readiness,date_proof_of_concept,date_first_regulatory,date_first_launch,proj_date_first_regulatory,proj_date_first_launch,proj_date_lmic_20_uptake
Depot medroxyprogesterone acetate-SC (Sayana Press),NA,WHO,MNCH,NA,NA,NA,Yes,1/1/11,NA,NA,NA,Sayana Press (DMPA),Therapeutic,Subcutaneous long-acting injectable progestin,MNCH,Contraception,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/11,"IGENESIS (SHANGHAI) CO., LTD.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/11,1/1/11,1/1/11,1/1/11,1/1/11,1/1/16
Determine HIV,NA,Kenya,HIV,NA,No,NA,Yes,1/28/22,US_FDA,NA,NA,Determine HIV Early Detect,Diagnostic,qualitative immunoassay,all ages HIV,Detection of HIV-1 & HIV-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/28/22,"Abbott Diagnostics Scarborough, Inc.",25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/22,1/28/22,1/28/22,1/28/22,1/28/22,1/28/27
Determine HIV,NA,Senegal,HIV,NA,NA,NA,Yes,1/28/22,US_FDA,NA,NA,Determine HIV Early Detect,Diagnostic,qualitative immunoassay,all ages HIV,Detection of HIV-1 & HIV-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/28/22,"Abbott Diagnostics Scarborough, Inc.",25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/22,1/28/22,1/28/22,1/28/22,1/28/22,1/28/27
Determine HIV,NA,South Africa,HIV,NA,NA,NA,Yes,1/28/22,US_FDA,NA,NA,Determine HIV Early Detect,Diagnostic,qualitative immunoassay,all ages HIV,Detection of HIV-1 & HIV-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/28/22,"Abbott Diagnostics Scarborough, Inc.",25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/22,1/28/22,1/28/22,1/28/22,1/28/22,1/28/27
Determine HIV,NA,WHO,HIV,NA,NA,NA,Yes,1/28/22,US_FDA,NA,NA,Determine HIV Early Detect,Diagnostic,qualitative immunoassay,all ages HIV,Detection of HIV-1 & HIV-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/28/22,"Abbott Diagnostics Scarborough, Inc.",25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/22,1/28/22,1/28/22,1/28/22,1/28/22,1/28/27
Determine TB-LAM Ag,NA,Kenya,Tuberculosis,NA,No,NA,NA,NA,NA,NA,NA,NA,Diagnostic,lateral flow immunochromatographic test,all age TB,Diagnosis of TB in people living with HIV (PLHIV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abbot laboratories,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Determine TB-LAM Ag,NA,Senegal,Tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,lateral flow immunochromatographic test,all age TB,Diagnosis of TB in people living with HIV (PLHIV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abbot laboratories,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Determine TB-LAM Ag,NA,South Africa,Tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,lateral flow immunochromatographic test,all age TB,Diagnosis of TB in people living with HIV (PLHIV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abbot laboratories,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Determine TB-LAM Ag,NA,WHO,Tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,lateral flow immunochromatographic test,all age TB,Diagnosis of TB in people living with HIV (PLHIV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abbot laboratories,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dexamethasone,NA,Kenya,MNCH,NA,No,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,Newborns and infants,Prevention of Chronic Lung Disease (CLD) risks in infants with Very-low Birth Weight infants,New Chemical Entity,NA,NA,NA,NA,Completed,3/22/19,NA,NA,Phase 3,NA,3/22/19,NA,28000000,9000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/22/19,NA,NA,11/2/21,2/27/22,2/28/27
Dexamethasone,NA,Senegal,MNCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,Newborns and infants,Prevention of Chronic Lung Disease (CLD) risks in infants with Very-low Birth Weight infants,New Chemical Entity,NA,NA,NA,NA,Completed,3/22/19,NA,NA,Phase 3,NA,3/22/19,NA,28000000,9000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/22/19,NA,NA,11/2/21,2/27/22,2/28/27
Dexamethasone,NA,South Africa,MNCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,Newborns and infants,Prevention of Chronic Lung Disease (CLD) risks in infants with Very-low Birth Weight infants,New Chemical Entity,NA,NA,NA,NA,Completed,3/22/19,NA,NA,Phase 3,NA,3/22/19,NA,28000000,9000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/22/19,NA,NA,11/2/21,2/27/22,2/28/27
Dexamethasone,NA,WHO,MNCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,Newborns and infants,Prevention of Chronic Lung Disease (CLD) risks in infants with Very-low Birth Weight infants,New Chemical Entity,NA,NA,NA,NA,Completed,3/22/19,NA,NA,Phase 3,NA,3/22/19,NA,28000000,9000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/22/19,NA,NA,11/2/21,2/27/22,2/28/27
Diagnostic Kit for HIV (1+2) antibody (colloidal gold) V2,NA,Kenya,HIV,NA,No,NA,Yes,12/21/16,WHO_PQ,NA,NA,NA,Diagnostic,Colloidal gold–based lateral flow immunoassay,all ages HIV,Detection of HIV-1 & HIV-2,NA,NA,NA,NA,NA,NA,NA,Completed,12/21/26,Phase 4,NA,12/21/26,"Shanghai Kehua Bio-engineering Co., Ltd",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/21/26,12/21/16,12/21/16,12/21/16,12/21/16,12/21/21
Diagnostic Kit for HIV (1+2) antibody (colloidal gold) V2,NA,Senegal,HIV,NA,NA,NA,Yes,12/21/16,WHO_PQ,NA,NA,NA,Diagnostic,Colloidal gold–based lateral flow immunoassay,all ages HIV,Detection of HIV-1 & HIV-2,NA,NA,NA,NA,NA,NA,NA,Completed,12/21/26,Phase 4,NA,12/21/26,"Shanghai Kehua Bio-engineering Co., Ltd",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/21/26,12/21/16,12/21/16,12/21/16,12/21/16,12/21/21
Diagnostic Kit for HIV (1+2) antibody (colloidal gold) V2,NA,South Africa,HIV,NA,NA,NA,Yes,12/21/16,WHO_PQ,NA,NA,NA,Diagnostic,Colloidal gold–based lateral flow immunoassay,all ages HIV,Detection of HIV-1 & HIV-2,NA,NA,NA,NA,NA,NA,NA,Completed,12/21/26,Phase 4,NA,12/21/26,"Shanghai Kehua Bio-engineering Co., Ltd",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/21/26,12/21/16,12/21/16,12/21/16,12/21/16,12/21/21
Diagnostic Kit for HIV (1+2) antibody (colloidal gold) V2,NA,WHO,HIV,NA,NA,NA,Yes,12/21/16,WHO_PQ,NA,NA,NA,Diagnostic,Colloidal gold–based lateral flow immunoassay,all ages HIV,Detection of HIV-1 & HIV-2,NA,NA,NA,NA,NA,NA,NA,Completed,12/21/26,Phase 4,NA,12/21/26,"Shanghai Kehua Bio-engineering Co., Ltd",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/21/26,12/21/16,12/21/16,12/21/16,12/21/16,12/21/21
Diaskintest,NA,Kenya,Tuberculosis,NA,No,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Recombinant protein skin test,all age TB,Screening of Mycobaterium tuberculosis,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I.M. Sechenov Research Institute of Molecular Medicine of the Moscow Medical Academy.,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diaskintest,NA,Senegal,Tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Recombinant protein skin test,all age TB,Screening of Mycobaterium tuberculosis,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I.M. Sechenov Research Institute of Molecular Medicine of the Moscow Medical Academy.,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diaskintest,NA,South Africa,Tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Recombinant protein skin test,all age TB,Screening of Mycobaterium tuberculosis,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I.M. Sechenov Research Institute of Molecular Medicine of the Moscow Medical Academy.,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diaskintest,NA,WHO,Tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Recombinant protein skin test,all age TB,Screening of Mycobaterium tuberculosis,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I.M. Sechenov Research Institute of Molecular Medicine of the Moscow Medical Academy.,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dienogest,NA,Kenya,MNCH,NA,No,NA,Yes,1/23/20,NA,NA,NA,NA,Therapeutic,Small Molecule,MNCH,Treatment of endometriosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/23/20,"Mochida Pharmaceutical Co., Ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/23/20,1/23/20,1/23/20,1/23/20,1/23/20,1/22/25
Dienogest,NA,Senegal,MNCH,NA,NA,NA,Yes,1/23/20,NA,NA,NA,NA,Therapeutic,Small Molecule,MNCH,Treatment of endometriosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/23/20,"Mochida Pharmaceutical Co., Ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/23/20,1/23/20,1/23/20,1/23/20,1/23/20,1/22/25
Dienogest,NA,South Africa,MNCH,NA,NA,NA,Yes,1/23/20,NA,NA,NA,NA,Therapeutic,Small Molecule,MNCH,Treatment of endometriosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/23/20,"Mochida Pharmaceutical Co., Ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/23/20,1/23/20,1/23/20,1/23/20,1/23/20,1/22/25
Dienogest,NA,WHO,MNCH,NA,NA,NA,Yes,1/23/20,NA,NA,NA,NA,Therapeutic,Small Molecule,MNCH,Treatment of endometriosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/23/20,"Mochida Pharmaceutical Co., Ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/23/20,1/23/20,1/23/20,1/23/20,1/23/20,1/22/25
Diflubenzuron,NA,Kenya,Malaria,NA,No,NA,Yes,1/1/76,US_FDA,NA,NA,NA,Vector-Controlled Products,Insecticide formulation,pregnancy,Antenatal corticosteroid therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/76,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/76,1/1/76,1/1/76,1/1/76,1/1/76,12/31/80
Diflubenzuron,NA,Senegal,Malaria,NA,NA,NA,Yes,1/1/76,US_FDA,NA,NA,NA,Vector-Controlled Products,Insecticide formulation,pregnancy,Antenatal corticosteroid therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/76,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/76,1/1/76,1/1/76,1/1/76,1/1/76,12/31/80
Diflubenzuron,NA,South Africa,Malaria,NA,NA,NA,Yes,1/1/76,US_FDA,NA,NA,NA,Vector-Controlled Products,Insecticide formulation,pregnancy,Antenatal corticosteroid therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/76,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/76,1/1/76,1/1/76,1/1/76,1/1/76,12/31/80
Diflubenzuron,NA,WHO,Malaria,NA,NA,NA,Yes,1/1/76,US_FDA,NA,NA,NA,Vector-Controlled Products,Insecticide formulation,pregnancy,Antenatal corticosteroid therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/76,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/76,1/1/76,1/1/76,1/1/76,1/1/76,12/31/80
Dihydroartemisinin/Piperaquine (DHA/PPQ),NA,Kenya,Malaria,NA,No,NA,NA,NA,NA,NA,NA,Eurartesim,Therapeutic,Small Molecule,all ages malaria,Treatment of uncomplicated Plasmodium falciparum malaria,NA,NA,NA,NA,NA,Completed,9/14/10,NA,NA,Phase 3,NA,9/14/10,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nipro.co.jp,NA,NA,NA,NA,9/14/10,NA,NA,4/27/13,8/22/13,8/23/18
Dihydroartemisinin/Piperaquine (DHA/PPQ),NA,Senegal,Malaria,NA,Yes,NA,NA,NA,NA,NA,NA,Eurartesim,Therapeutic,Small Molecule,all ages malaria,Treatment of uncomplicated Plasmodium falciparum malaria,NA,NA,NA,NA,NA,Completed,9/14/10,NA,NA,Phase 3,NA,9/14/10,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nipro.co.jp,NA,NA,NA,NA,9/14/10,NA,NA,4/27/13,8/22/13,8/23/18
Dihydroartemisinin/Piperaquine (DHA/PPQ),NA,South Africa,Malaria,NA,NA,NA,NA,NA,NA,NA,NA,Eurartesim,Therapeutic,Small Molecule,all ages malaria,Treatment of uncomplicated Plasmodium falciparum malaria,NA,NA,NA,NA,NA,Completed,9/14/10,NA,NA,Phase 3,NA,9/14/10,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nipro.co.jp,NA,NA,NA,NA,9/14/10,NA,NA,4/27/13,8/22/13,8/23/18
Dihydroartemisinin/Piperaquine (DHA/PPQ),NA,WHO,Malaria,NA,NA,NA,NA,NA,NA,NA,NA,Eurartesim,Therapeutic,Small Molecule,all ages malaria,Treatment of uncomplicated Plasmodium falciparum malaria,NA,NA,NA,NA,NA,Completed,9/14/10,NA,NA,Phase 3,NA,9/14/10,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nipro.co.jp,NA,NA,NA,NA,9/14/10,NA,NA,4/27/13,8/22/13,8/23/18
Dinoprost,NA,Kenya,MNCH,NA,No,NA,Yes,1/1/95,US_FDA,NA,"Cervical Gel, suppositories",PREPIDIL Gel,Therapeutic,Small Molecule,pregnancy,Cervical ripening for Labor induction,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/95,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/95,1/1/95,1/1/95,1/1/95,1/1/95,1/1/00
Dinoprost,NA,Senegal,MNCH,NA,NA,NA,Yes,1/1/95,US_FDA,NA,"Cervical Gel, suppositories",PREPIDIL Gel,Therapeutic,Small Molecule,pregnancy,Cervical ripening for Labor induction,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/95,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/95,1/1/95,1/1/95,1/1/95,1/1/95,1/1/00
Dinoprost,NA,South Africa,MNCH,NA,NA,NA,Yes,1/1/95,US_FDA,NA,"Cervical Gel, suppositories",PREPIDIL Gel,Therapeutic,Small Molecule,pregnancy,Cervical ripening for Labor induction,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/95,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/95,1/1/95,1/1/95,1/1/95,1/1/95,1/1/00
Dinoprost,NA,WHO,MNCH,NA,NA,NA,Yes,1/1/95,US_FDA,NA,"Cervical Gel, suppositories",PREPIDIL Gel,Therapeutic,Small Molecule,pregnancy,Cervical ripening for Labor induction,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/95,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/95,1/1/95,1/1/95,1/1/95,1/1/95,1/1/00
Dolutegravir (sodium),NA,Kenya,HIV,NA,No,NA,Yes,1/1/13,US_FDA,10mg/25mg/50mg,"Dispersible Tablet, film-coated tablet",Tivicay,Therapeutic,Integrase strand transfer inhibitor (INSTI),all ages HIV,"Treatment of  HIV infected adults, adolescents and children of at least 6 years of age or older and weighing at least 14 kg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,8/12/13,Mylan Laboratories Limited,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,8/12/13,1/1/13,1/1/13,1/1/13,1/1/13,1/1/18
Dolutegravir (sodium),NA,Senegal,HIV,NA,NA,NA,Yes,1/1/13,US_FDA,10mg/25mg/50mg,"Dispersible Tablet, film-coated tablet",Tivicay,Therapeutic,Integrase strand transfer inhibitor (INSTI),all ages HIV,"Treatment of  HIV infected adults, adolescents and children of at least 6 years of age or older and weighing at least 14 kg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,8/12/13,Mylan Laboratories Limited,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,8/12/13,1/1/13,1/1/13,1/1/13,1/1/13,1/1/18
Dolutegravir (sodium),NA,South Africa,HIV,NA,NA,NA,Yes,1/1/13,US_FDA,10mg/25mg/50mg,"Dispersible Tablet, film-coated tablet",Tivicay,Therapeutic,Integrase strand transfer inhibitor (INSTI),all ages HIV,"Treatment of  HIV infected adults, adolescents and children of at least 6 years of age or older and weighing at least 14 kg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,8/12/13,Mylan Laboratories Limited,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,8/12/13,1/1/13,1/1/13,1/1/13,1/1/13,1/1/18
Dolutegravir (sodium),NA,WHO,HIV,NA,NA,NA,Yes,1/1/13,US_FDA,10mg/25mg/50mg,"Dispersible Tablet, film-coated tablet",Tivicay,Therapeutic,Integrase strand transfer inhibitor (INSTI),all ages HIV,"Treatment of  HIV infected adults, adolescents and children of at least 6 years of age or older and weighing at least 14 kg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,8/12/13,Mylan Laboratories Limited,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,8/12/13,1/1/13,1/1/13,1/1/13,1/1/13,1/1/18
Dolutegravir / Lamivudine / Tenofovir alafenamide,NA,Kenya,HIV,NA,No,NA,Yes,9/1/19,US_FDA,50mg/300mg/25mg,Film-coated Tablet,"Dolutegravir (sodium)/Lamivudine/Tenofovir alafenamide Tablet, Film-coated 50mg/300mg/25mg",Therapeutic,NA,all ages HIV,Treatment of HIV-1 infection in adults and pediatric patients weighing at least 25 kg.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,9/1/19,Mylan Laboratories Limited,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,9/1/19,9/1/19,9/1/19,9/1/19,9/1/19,8/31/24
Dolutegravir / Lamivudine / Tenofovir alafenamide,NA,Senegal,HIV,NA,NA,NA,Yes,9/1/19,US_FDA,50mg/300mg/25mg,Film-coated Tablet,"Dolutegravir (sodium)/Lamivudine/Tenofovir alafenamide Tablet, Film-coated 50mg/300mg/25mg",Therapeutic,NA,all ages HIV,Treatment of HIV-1 infection in adults and pediatric patients weighing at least 25 kg.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,9/1/19,Mylan Laboratories Limited,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,9/1/19,9/1/19,9/1/19,9/1/19,9/1/19,8/31/24
Dolutegravir / Lamivudine / Tenofovir alafenamide,NA,South Africa,HIV,NA,NA,NA,Yes,9/1/19,US_FDA,50mg/300mg/25mg,Film-coated Tablet,"Dolutegravir (sodium)/Lamivudine/Tenofovir alafenamide Tablet, Film-coated 50mg/300mg/25mg",Therapeutic,NA,all ages HIV,Treatment of HIV-1 infection in adults and pediatric patients weighing at least 25 kg.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,9/1/19,Mylan Laboratories Limited,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,9/1/19,9/1/19,9/1/19,9/1/19,9/1/19,8/31/24
Dolutegravir / Lamivudine / Tenofovir alafenamide,NA,WHO,HIV,NA,NA,NA,Yes,9/1/19,US_FDA,50mg/300mg/25mg,Film-coated Tablet,"Dolutegravir (sodium)/Lamivudine/Tenofovir alafenamide Tablet, Film-coated 50mg/300mg/25mg",Therapeutic,NA,all ages HIV,Treatment of HIV-1 infection in adults and pediatric patients weighing at least 25 kg.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,9/1/19,Mylan Laboratories Limited,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,9/1/19,9/1/19,9/1/19,9/1/19,9/1/19,8/31/24
